Rank,2009 Rank,Company and Year-end,Profit ($000),% Chg,Revenue ($000),% Chg,Assets ($000),% Chg,Mkt Cap ($-mil),Employees,Industry,Rank Change,Profit Margin,Revenue per Employee,Profit Per Employee,Return on Assets
101,160,Dundee Corp.(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=DC.A-T,193320,210,792935,95,4058453,19,1445,40,Finance and Leasing,59,24.38%,19,823,375.00,4,833,000.00,4.76%
70,null,Brookfield Office Properties Canada(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=BOX.UN-T,329000,249,642100,1478,4007200,7,2017,0,Property Management & Investment,null,51.24%,#DIV/0!,#DIV/0!,8.21%
137,115,Nova Scotia Power(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=NSI.PR.D-T,121300,11,1203600,-1,3991300,15,null,1900,Electrical Utilities,-22,10.08%,633,473.68,63,842.11,3.04%
91,975,Pacific Rubiales Energy(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=PRE-T,217606,256,1619680,136,3855086,31,9033,1285,Oil and Gas Producers,884,13.44%,1,260,451.36,169,343.19,5.64%
71,141,Lundin Mining(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=LUN-T,317124,330,983786,41,3833388,2,4214,1400,Metal Mines,70,32.24%,702,704.29,226,517.14,8.27%
994,988,Opti Canada(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=OPC-T,-273816,11,384125,-13,3792568,-1,189,20,Integrated Oils,-6,-71.28%,19,206,250.00,-13,690,800.00,-7.22%
94,106,Eldorado Gold(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=ELD-T,206063,101,811276,122,3779909,10,10141,4448,Precious Metals,12,25.40%,182,391.19,46,327.11,5.45%
246,976,Brookfield Renewable Power(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=BRC.UN-T,34700,120,332400,15,3740600,6,2160,25,Electrical Utilities,730,10.44%,13,296,000.00,1,388,000.00,0.93%
331,167,Cascades Inc.(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=CAS-T,17000,-72,3964000,1,3724000,-2,647,12400,Packaging & Containers,-164,0.43%,319,677.42,1,370.97,0.46%
72,58,Alimentation Couche-Tard(Ap10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=ATD.B-T,302900,19,16464100,4,3696700,14,3368,53000,Food Stores,-14,1.84%,310,643.40,5,715.09,8.19%
107,84,Valener Inc.(Se10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=VNR-T,178683,13,2042438,-10,3666647,11,2032,2013,Pipelines,-23,8.75%,1,014,623.94,88,764.53,4.87%
969,96,Finning International(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=FTT-T,-78373,-160,4642686,3,3613641,-2,4644,11900,Wholesale Distributors,-873,-1.69%,390,141.68,-6,585.97,-2.17%
52,993,Ultra Petroleum(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=UPL-N,464459,203,1305098,60,3595615,75,7288,108,Oil and Gas Producers,941,35.59%,12,084,240.74,4,300,546.30,12.92%
125,126,WestJet Airlines(De10)|http://www.theglobeandmail.com/globe-investor/markets/stocks/summary/?q=WJA-T,136720,39,2619171,15,3562844,2,2011,6291,Transportation,1,5.22%,416,336.19,21,732.63,3.84%
